"REF_DATE","GEO","DGUID","Homicides","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Ontario","2016A000235","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400193","7.4","-17.31","","","","2"
"2012","Manitoba","2016A000246","Number of homicide victims","Number","223","units","0","v1540436","8.1","54","","","","0"
"2012","Manitoba","2016A000246","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540437","8.2","4.32","","","","2"
"2012","Manitoba","2016A000246","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400194","8.3","-1.31","","","","2"
"2012","Manitoba","2016A000246","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400195","8.4","38.80","","","","2"
"2012","Saskatchewan","2016A000247","Number of homicide victims","Number","223","units","0","v1540438","9.1","29","","","","0"
"2012","Saskatchewan","2016A000247","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540439","9.2","2.68","","","","2"
"2012","Saskatchewan","2016A000247","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400196","9.3","-24.93","","","","2"
"2012","Saskatchewan","2016A000247","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400197","9.4","-1.21","","","","2"
"2012","Alberta","2016A000248","Number of homicide victims","Number","223","units","0","v1540440","10.1","87","","","","0"
"2012","Alberta","2016A000248","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540441","10.2","2.25","","","","2"
"2012","Alberta","2016A000248","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400198","10.3","-26.02","","","","2"
"2012","Alberta","2016A000248","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400199","10.4","0.35","","","","2"
"2012","British Columbia","2016A000259","Number of homicide victims","Number","223","units","0","v1540442","11.1","72","","","","0"
"2012","British Columbia","2016A000259","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540443","11.2","1.58","","","","2"
"2012","British Columbia","2016A000259","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400200","11.3","-19.34","","","","2"
"2012","British Columbia","2016A000259","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400201","11.4","-48.72","","","","2"
"2012","Yukon","2016A000260","Number of homicide victims","Number","223","units","0","v1540444","12.1","0","","","","0"
"2012","Yukon","2016A000260","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540445","12.2","0.00","","","","2"
"2012","Yukon","2016A000260","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400202","12.3","0.00","","","","2"
"2012","Yukon","2016A000260","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400203","12.4","0.00","","","","2"
"2012","Northwest Territories","2016A000261","Number of homicide victims","Number","223","units","0","v1540450","15.1","5","","","","0"
"2012","Northwest Territories","2016A000261","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540451","15.2","11.46","","","","2"
"2012","Northwest Territories","2016A000261","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400208","15.3","66.12","","","","2"
"2012","Northwest Territories","2016A000261","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400209","15.4","19.32","","","","2"
"2012","Nunavut","2016A000262","Number of homicide victims","Number","223","units","0","v1540448","14.1","5","","","","0"
"2012","Nunavut","2016A000262","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540449","14.2","14.42","","","","2"
"2012","Nunavut","2016A000262","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400206","14.3","-29.56","","","","2"
"2012","Nunavut","2016A000262","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400207","14.4","107.80","","","","2"
"2013","Canada","2016A000011124","Number of homicide victims","Number","223","units","0","v1540422","1.1","511","","","","0"
"2013","Canada","2016A000011124","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540423","1.2","1.46","","","","2"
"2013","Canada","2016A000011124","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400180","1.3","-7.73","","","","2"
"2013","Canada","2016A000011124","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400181","1.4","-16.36","","","","2"
"2013","Newfoundland and Labrador","2016A000210","Number of homicide victims","Number","223","units","0","v1540424","2.1","7","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540425","2.2","1.33","","","","2"
"2013","Newfoundland and Labrador","2016A000210","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400182","2.3","249.49","","","","2"
"2013","Newfoundland and Labrador","2016A000210","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400183","2.4","37.72","","","","2"
"2013","Prince Edward Island","2016A000211","Number of homicide victims","Number","223","units","0","v1540426","3.1","1","","","","0"
"2013","Prince Edward Island","2016A000211","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540427","3.2","0.69","","","","2"
"2013","Prince Edward Island","2016A000211","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400184","3.3","100.00","","","","2"
"2013","Prince Edward Island","2016A000211","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400185","3.4","-4.77","","","","2"
"2013","Nova Scotia","2016A000212","Number of homicide victims","Number","223","units","0","v1540428","4.1","13","","","","0"
"2013","Nova Scotia","2016A000212","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540429","4.2","1.38","","","","2"
"2013","Nova Scotia","2016A000212","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400186","4.3","-23.27","","","","2"
"2013","Nova Scotia","2016A000212","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400187","4.4","61.99","","","","2"
"2013","New Brunswick","2016A000213","Number of homicide victims","Number","223","units","0","v1540430","5.1","7","","","","0"
"2013","New Brunswick","2016A000213","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540431","5.2","0.92","","","","2"
"2013","New Brunswick","2016A000213","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400188","5.3","16.64","","","","2"
"2013","New Brunswick","2016A000213","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400189","5.4","-13.56","","","","2"
"2013","Quebec","2016A000224","Number of homicide victims","Number","223","units","0","v1540432","6.1","70","","","","0"
"2013","Quebec","2016A000224","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540433","6.2","0.86","","","","2"
"2013","Quebec","2016A000224","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400190","6.3","-35.58","","","","2"
"2013","Quebec","2016A000224","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400191","6.4","-36.03","","","","2"
"2013","Ontario","2016A000235","Number of homicide victims","Number","223","units","0","v1540434","7.1","168","","","","0"
"2013","Ontario","2016A000235","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540435","7.2","1.24","","","","2"
"2013","Ontario","2016A000235","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400192","7.3","2.15","","","","2"
"2013","Ontario","2016A000235","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400193","7.4","-14.48","","","","2"
"2013","Manitoba","2016A000246","Number of homicide victims","Number","223","units","0","v1540436","8.1","51","","","","0"
"2013","Manitoba","2016A000246","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540437","8.2","4.03","","","","2"
"2013","Manitoba","2016A000246","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400194","8.3","-6.65","","","","2"
"2013","Manitoba","2016A000246","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400195","8.4","6.67","","","","2"
"2013","Saskatchewan","2016A000247","Number of homicide victims","Number","223","units","0","v1540438","9.1","31","","","","0"
"2013","Saskatchewan","2016A000247","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540439","9.2","2.82","","","","2"
"2013","Saskatchewan","2016A000247","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400196","9.3","5.34","","","","2"
"2013","Saskatchewan","2016A000247","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400197","9.4","-31.49","","","","2"
"2013","Alberta","2016A000248","Number of homicide victims","Number","223","units","0","v1540440","10.1","83","","","","0"
"2013","Alberta","2016A000248","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540441","10.2","2.08","","","","2"
"2013","Alberta","2016A000248","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400198","10.3","-7.15","","","","2"
"2013","Alberta","2016A000248","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400199","10.4","5.35","","","","2"
"2013","British Columbia","2016A000259","Number of homicide victims","Number","223","units","0","v1540442","11.1","74","","","","0"
"2013","British Columbia","2016A000259","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540443","11.2","1.60","","","","2"
"2013","British Columbia","2016A000259","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400200","11.3","1.37","","","","2"
