,,,"Fredericton, City [Census subdivision], New Brunswick",,,,,,"New Brunswick [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Mother tongue","              Sindhi",,       5,,       5,,       0,,      25,,      10,,      10,
"Mother tongue","              Sinhala (Sinhalese)",,      10,,       5,,       5,,      30,,      15,,      15,
"Mother tongue","              Urdu",,      60,,      40,,      25,,     240,,     140,,     100,
"Mother tongue","            Iranian languages",,     340,,     180,,     160,,     655,,     355,,     305,
"Mother tongue","              Kurdish",,      15,,      10,,       5,,      55,,      30,,      25,
"Mother tongue","              Pashto",,      15,,       5,,      10,,      25,,      15,,      10,
"Mother tongue","              Persian (Farsi)",,     305,,     160,,     145,,     580,,     310,,     270,
"Mother tongue","            Indo-Iranian languages; n.i.e.",,       0,,       0,,       0,,      15,,      10,,      10,
"Mother tongue","          Italic (Romance) languages",,     380,,     185,,     195,,    2605,,    1355,,    1250,
"Mother tongue","            Catalan",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","            Italian",,      45,,      20,,      25,,     400,,     225,,     175,
"Mother tongue","            Portuguese",,      55,,      25,,      30,,     260,,     130,,     130,
"Mother tongue","            Romanian",,      50,,      15,,      30,,     485,,     250,,     240,
"Mother tongue","            Spanish",,     240,,     120,,     115,,    1460,,     755,,     705,
"Mother tongue","            Italic (Romance) languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","        Japanese",,      25,,       0,,      20,,     110,,      25,,      85,
"Mother tongue","        Kartvelian languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Georgian",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Korean",,     315,,     165,,     150,,    1550,,     800,,     750,
"Mother tongue","        Mongolic languages",,       5,,       0,,       5,,       5,,       5,,       0,
"Mother tongue","          Mongolian",,       5,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","        Niger-Congo languages",,     140,,      75,,      65,,     700,,     385,,     315,
"Mother tongue","          Akan (Twi)",,       5,,       0,,       0,,      25,,      10,,      10,
"Mother tongue","          Bamanankan",,       5,,       0,,       5,,      60,,      35,,      25,
"Mother tongue","          Edo",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Ewe",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","          Fulah (Pular; Pulaar; Fulfulde)",,       0,,       0,,       0,,      40,,      30,,      15,
"Mother tongue","          Ga",,       5,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","          Ganda",,       0,,       5,,       0,,      10,,       0,,       0,
"Mother tongue","          Igbo",,       5,,       0,,       0,,      30,,      20,,      10,
"Mother tongue","          Lingala",,       0,,       0,,       0,,      25,,      15,,      15,
"Mother tongue","          Rundi (Kirundi)",,      15,,       5,,      10,,      45,,      25,,      20,
"Mother tongue","          Kinyarwanda (Rwanda)",,       5,,       0,,       5,,      40,,      20,,      20,
"Mother tongue","          Shona",,       0,,       0,,       0,,      20,,      10,,      10,
"Mother tongue","          Swahili",,      50,,      20,,      25,,     135,,      65,,      70,
"Mother tongue","          Wolof",,       0,,       0,,       0,,      25,,      20,,      10,
"Mother tongue","          Yoruba",,       5,,       5,,       5,,      30,,      15,,      20,
"Mother tongue","          Niger-Congo languages; n.i.e.",,      45,,      25,,      15,,     195,,     105,,      85,
"Mother tongue","        Nilo-Saharan languages",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Dinka",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Nilo-Saharan languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","        Sign languages",,      20,,       5,,      10,,     145,,      75,,      70,
"Mother tongue","          American Sign Language",,       5,,       0,,       5,,      40,,      20,,      30,
"Mother tongue","          Quebec Sign Language",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Sign languages; n.i.e",,      10,,       5,,       5,,      95,,      55,,      45,
"Mother tongue","        Sino-Tibetan languages",,    1190,,     595,,     595,,    3115,,    1570,,    1545,
"Mother tongue","          Chinese languages",,    1190,,     595,,     595,,    3085,,    1555,,    1530,
"Mother tongue","            Cantonese",,     115,,      55,,      60,,     440,,     225,,     210,
"Mother tongue","            Hakka",,      10,,       5,,       5,,      20,,      10,,      10,
"Mother tongue","            Mandarin",,     930,,     475,,     460,,    2250,,    1105,,    1150,
"Mother tongue","            Min Dong",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,       5,,       5,,       5,,      35,,      15,,      15,
"Mother tongue","            Wu (Shanghainese)",,      55,,      25,,      30,,     100,,      45,,      55,
"Mother tongue","            Chinese; n.o.s.",,      65,,      35,,      30,,     240,,     150,,      85,
"Mother tongue","            Chinese languages; n.i.e.",,      10,,       0,,       5,,       5,,       5,,       5,
"Mother tongue","          Tibeto-Burman languages",,       0,,       0,,       0,,      30,,      15,,      15,
"Mother tongue","            Burmese",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","            Karenic languages",,       0,,       0,,       0,,      25,,      15,,      10,
"Mother tongue","            Tibetan",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Tibeto-Burman languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Tai-Kadai languages",,      20,,       5,,      10,,      60,,      15,,      50,
"Mother tongue","          Lao",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Thai",,      20,,       5,,      15,,      55,,      10,,      45,
"Mother tongue","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Turkic languages",,      35,,      20,,      15,,     105,,      60,,      45,
"Mother tongue","          Azerbaijani",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","          Turkish",,      20,,      10,,      10,,      75,,      50,,      30,
"Mother tongue","          Uyghur",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Uzbek",,       5,,       5,,       0,,      10,,       5,,       5,
"Mother tongue","          Turkic languages; n.i.e.",,       5,,       0,,       5,,      10,,       5,,       5,
"Mother tongue","        Uralic languages",,      40,,      20,,      20,,     250,,     115,,     135,
"Mother tongue","          Estonian",,       5,,       0,,       0,,      20,,       5,,      10,
"Mother tongue","          Finnish",,      10,,       5,,       5,,      45,,      15,,      30,
"Mother tongue","          Hungarian",,      25,,      10,,      15,,     185,,      90,,      95,
"Mother tongue","          Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Other languages; n.i.e.",,       5,,       5,,       0,,      25,,      10,,      10,
"Mother tongue","  Multiple responses",,     940,,     425,,     510,,    9290,,    4440,,    4855,
"Mother tongue","    English and French",,     535,,     230,,     305,,    7285,,    3470,,    3815,
"Mother tongue","    English and non-official language",,     335,,     165,,     170,,    1535,,     725,,     810,
"Mother tongue","    French and non-official language",,      35,,      20,,      20,,     330,,     175,,     155,
"Mother tongue","    English; French and non-official language",,      30,,      15,,      15,,     145,,      65,,      75,
"Language spoken most often at home","Total - Language spoken most often at home for the total population excluding institutional residents - 100% data",19,   57490,,   27395,,   30090,,  736280,,  360435,,  375845,
"Language spoken most often at home","  Single responses",,   56205,,   26750,,   29450,,  724940,,  355025,,  369910,
"Language spoken most often at home","    Official languages",,   52685,,   24945,,   27740,,  712250,,  348510,,  363740,
"Language spoken most often at home","      English",,   50585,,   24005,,   26575,,  505935,,  247610,,  258325,
"Language spoken most often at home","      French",,    2100,,     940,,    1160,,  206315,,  100900,,  105415,
"Language spoken most often at home","    Non-official languages",,    3520,,    1805,,    1715,,   12690,,    6515,,    6175,
"Language spoken most often at home","      Aboriginal languages",,      10,,      10,,       5,,     820,,     400,,     420,
"Language spoken most often at home","        Algonquian languages",,      10,,      10,,       0,,     820,,     395,,     420,
"Language spoken most often at home","          Blackfoot",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Cree-Montagnais languages",,       0,,       5,,       0,,       0,,       5,,       0,
"Language spoken most often at home","            Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Montagnais (Innu)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Moose Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Naskapi",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Northern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Plains Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Swampy Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Woods Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Cree; n.o.s.",,       0,,       0,,       0,,       0,,       5,,       0,
"Language spoken most often at home","          Eastern Algonquian languages",,       5,,       5,,       0,,     815,,     395,,     420,
"Language spoken most often at home","            Malecite",,       5,,       5,,       0,,      50,,      25,,      25,
"Language spoken most often at home","            Mi'kmaq",,       0,,       5,,       0,,     765,,     370,,     395,
"Language spoken most often at home","          Ojibway-Potawatomi languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Algonquin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Ojibway",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Oji-Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Ottawa (Odawa)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Athabaskan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Northern Athabaskan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Carrier",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Chilcotin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Dene",,       0,,       0,,       0,,       0,,       0,,       0,
