,,,"Vancouver, City [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,   20405,,    7990,,   12420,,   93605,,   35490,,   58115,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,    2620,,     620,,    2000,,   11710,,    2510,,    9195,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,    6860,,    2315,,    4545,,   25665,,    7810,,   17850,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,    5080,,    1965,,    3110,,   28260,,   10505,,   17750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,     120,,      45,,      75,,     425,,     170,,     255,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,    1430,,     830,,     600,,    4970,,    2960,,    2010,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,     915,,     515,,     400,,    8330,,    4945,,    3385,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,    2745,,    1560,,    1190,,   11805,,    6140,,    5665,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,     635,,     140,,     495,,    2445,,     455,,    2000,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,   45245,,   17425,,   27820,,  196450,,   67000,,  129450,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,    1115,,     325,,     795,,    3460,,     845,,    2615,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,    5980,,    2105,,    3880,,   19685,,    6940,,   12750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,    3535,,     475,,    3060,,   29855,,    2505,,   27350,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,    7310,,    3060,,    4250,,   31190,,    9665,,   21525,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,     945,,     270,,     680,,    3540,,    1110,,    2425,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,    8065,,    2315,,    5750,,   33055,,    8845,,   24210,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,   18295,,    8880,,    9415,,   75665,,   37095,,   38575,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,   61150,,   27210,,   33935,,  335220,,  128975,,  206245,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,      65,,      20,,      45,,     540,,     170,,     365,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,    2795,,     710,,    2090,,   20695,,    4240,,   16455,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,   58285,,   26480,,   31805,,  313985,,  124565,,  189425,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,   14980,,    7860,,    7120,,   63705,,   32325,,   31385,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,    7305,,    3385,,    3925,,   28505,,   12595,,   15915,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,    2980,,    1485,,    1490,,   13825,,    6570,,    7260,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,     160,,      40,,     120,,     645,,     160,,     485,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,    4350,,    2865,,    1495,,   18525,,   12250,,    6270,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,     180,,      85,,      95,,    2210,,     750,,    1460,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,   14890,,   10165,,    4725,,   68660,,   44820,,   23840,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,   11860,,    8735,,    3130,,   56390,,   39660,,   16725,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,     970,,     210,,     765,,    3830,,     545,,    3290,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,    1860,,    1100,,     765,,    7760,,    4185,,    3570,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,     195,,     125,,      65,,     680,,     430,,     250,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,   37840,,   31050,,    6785,,  310855,,  277375,,   33475,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,    4300,,    2400,,    1905,,   12110,,    7240,,    4875,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,   16985,,   13240,,    3745,,   76935,,   61380,,   15560,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,    5375,,    4725,,     650,,   48690,,   42285,,    6405,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,      20,,      20,,       0,,      65,,      20,,      45,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,    5115,,    4950,,     160,,   72800,,   70225,,    2570,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,    4320,,    4130,,     185,,   69025,,   66545,,    2480,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,    1720,,    1585,,     140,,   31225,,   29690,,    1535,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,    3985,,    2005,,    1980,,   39360,,   23810,,   15555,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,    2095,,     955,,    1140,,   18965,,    9875,,    9090,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,    1885,,    1050,,     840,,   20395,,   13930,,    6470,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,   34685,,    9690,,   24995,,  244975,,   50520,,  194460,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,    3195,,    1760,,    1435,,   18900,,    9380,,    9520,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,   29585,,    7010,,   22580,,  219800,,   37800,,  182000,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,    1905,,     925,,     980,,    6285,,    3340,,    2940,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,   10100,,    5055,,    5045,,   91185,,   45925,,   45265,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,    7920,,    3285,,    4630,,   58820,,   18880,,   39945,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,      15,,      15,,       0,,     195,,     165,,      30,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,      30,,      30,,       0,,     570,,     505,,      65,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,     695,,     525,,     170,,   11175,,    8110,,    3060,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,    1440,,    1200,,     240,,   20430,,   18265,,    2165,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,     105,,      35,,      70,,     275,,      85,,     185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,     105,,      30,,      75,,     270,,      85,,     185,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 15 years and over in private households - 25% sample data",157,  547845,,  265115,,  282730,, 3870380,, 1882770,, 1987610,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,  201465,,   99330,,  102135,, 1740205,,  854900,,  885300,
