,,,"Brampton, City [Census subdivision], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Income of economic families in 2015","  Median total income in 2015 for persons aged 15 years and over not in economic families ($)",39,   32941,,   34749,,   30886,,   32097,,   33925,,   30753,
"Income of economic families in 2015","  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",39,   30056,,   31550,,   28496,,   29417,,   30678,,   28442,
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data",40,   36135,,   19560,,   16575,, 1814575,,  864020,,  950555,
"Income of economic families in 2015","  Average total income in 2015 for persons aged 15 years and over not in economic families ($)",41,   40865,,   42186,,   39307,,   44298,,   46765,,   42057,
"Income of economic families in 2015","  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",41,   34558,,   35297,,   33686,,   36874,,   38228,,   35644,
"Income of economic families in 2015","Total - Economic family income decile group for the population in private households - 100% data",42,  590950,,  292350,,  298600,,13242160,, 6472205,, 6769955,
"Income of economic families in 2015","  In the bottom half of the distribution",,  308210,,  150740,,  157475,, 6335170,, 3016275,, 3318895,
"Income of economic families in 2015","    In the bottom decile",,   42680,,   21245,,   21435,, 1346645,,  651310,,  695335,
"Income of economic families in 2015","    In the second decile",,   58100,,   27970,,   30130,, 1280675,,  581380,,  699290,
"Income of economic families in 2015","    In the third decile",,   66905,,   32420,,   34480,, 1237415,,  583840,,  653575,
"Income of economic families in 2015","    In the fourth decile",,   70305,,   34490,,   35810,, 1223510,,  589740,,  633770,
"Income of economic families in 2015","    In the fifth decile",,   70220,,   34605,,   35610,, 1246925,,  610000,,  636930,
"Income of economic families in 2015","  In the top half of the distribution",,  282740,,  141610,,  141125,, 6906990,, 3455930,, 3451060,
"Income of economic families in 2015","    In the sixth decile",,   68310,,   33885,,   34430,, 1279095,,  629635,,  649465,
"Income of economic families in 2015","    In the seventh decile",,   65575,,   32580,,   32995,, 1321220,,  655840,,  665375,
"Income of economic families in 2015","    In the eighth decile",,   60805,,   30490,,   30315,, 1382795,,  691630,,  691165,
"Income of economic families in 2015","    In the ninth decile",,   54730,,   27620,,   27115,, 1464415,,  736030,,  728385,
"Income of economic families in 2015","    In the top decile",,   33315,,   17040,,   16275,, 1459465,,  742795,,  716670,
"Low income in 2015","Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data",43,  590950,,  292350,,  298600,,13184055,, 6442930,, 6741130,
"Low income in 2015","  0 to 17 years",,  145185,,   75230,,   69960,, 2656535,, 1361905,, 1294630,
"Low income in 2015","    0 to 5 years",,   45390,,   23520,,   21870,,  835000,,  428025,,  406975,
"Low income in 2015","  18 to 64 years",,  381250,,  186915,,  194330,, 8418960,, 4110615,, 4308345,
"Low income in 2015","  65 years and over",,   64515,,   30205,,   34310,, 2108560,,  970405,, 1138155,
"Low income in 2015","In low income based on the Low-income measure; after tax (LIM-AT)",,   66960,,   32415,,   34545,, 1898975,,  886530,, 1012445,
"Low income in 2015","  0 to 17 years",,   23395,,   12195,,   11200,,  489905,,  251830,,  238080,
"Low income in 2015","    0 to 5 years",,    7885,,    4125,,    3760,,  165140,,   84825,,   80310,
"Low income in 2015","  18 to 64 years",,   37915,,   17920,,   19995,, 1155315,,  538535,,  616780,
"Low income in 2015","  65 years and over",,    5650,,    2305,,    3345,,  253755,,   96170,,  157585,
"Low income in 2015","Prevalence of low income based on the Low-income measure; after tax (LIM-AT) (%)",,     11.3,,     11.1,,     11.6,,     14.4,,     13.8,,     15.0,
"Low income in 2015","  0 to 17 years (%)",,     16.1,,     16.2,,     16.0,,     18.4,,     18.5,,     18.4,
"Low income in 2015","    0 to 5 years (%)",,     17.4,,     17.5,,     17.2,,     19.8,,     19.8,,     19.7,
"Low income in 2015","  18 to 64 years (%)",,      9.9,,      9.6,,     10.3,,     13.7,,     13.1,,     14.3,
"Low income in 2015","  65 years and over (%)",,      8.8,,      7.6,,      9.7,,     12.0,,      9.9,,     13.8,
"Low income in 2015","In low income based on the Low-income cut-offs; after tax (LICO-AT)",,   52685,,   26065,,   26615,, 1298590,,  627935,,  670650,
"Low income in 2015","  0 to 17 years",,   16890,,    8820,,    8075,,  304390,,  156575,,  147815,
"Low income in 2015","    0 to 5 years",,    5810,,    3050,,    2760,,  102750,,   52810,,   49935,
"Low income in 2015","  18 to 64 years",,   32175,,   15860,,   16310,,  887640,,  430545,,  457095,
"Low income in 2015","  65 years and over",,    3620,,    1385,,    2235,,  106555,,   40815,,   65740,
"Low income in 2015","Prevalence of low income based on the Low-income cut-offs; after tax (LICO-AT) (%)",,      8.9,,      8.9,,      8.9,,      9.8,,      9.7,,      9.9,
"Low income in 2015","  0 to 17 years (%)",,     11.6,,     11.7,,     11.5,,     11.5,,     11.5,,     11.4,
"Low income in 2015","    0 to 5 years (%)",,     12.8,,     13.0,,     12.6,,     12.3,,     12.3,,     12.3,
"Low income in 2015","  18 to 64 years (%)",,      8.4,,      8.5,,      8.4,,     10.5,,     10.5,,     10.6,
"Low income in 2015","  65 years and over (%)",,      5.6,,      4.6,,      6.5,,      5.1,,      4.2,,      5.8,
"Knowledge of languages","Total - Knowledge of languages for the population in private households - 25% sample data",44,  590945,,  292350,,  298595,,13242160,, 6472240,, 6769925,
"Knowledge of languages","  Official languages",,  562640,,  281825,,  280815,,12918075,, 6342930,, 6575145,
"Knowledge of languages","    English",,  562260,,  281685,,  280580,,12879045,, 6326225,, 6552825,
"Knowledge of languages","    French",,   30535,,   13205,,   17330,, 1521020,,  677505,,  843510,
"Knowledge of languages","  Non-official languages",,  341190,,  168870,,  172315,, 4431270,, 2115510,, 2315760,
"Knowledge of languages","    Aboriginal languages",,      55,,      25,,      30,,   33855,,   15815,,   18035,
"Knowledge of languages","      Algonquian languages",,      45,,      20,,      25,,   30630,,   14505,,   16125,
"Knowledge of languages","        Blackfoot",,       0,,       0,,       0,,      15,,      15,,       0,
"Knowledge of languages","        Cree-Montagnais languages",,      20,,      15,,      10,,    6560,,    3160,,    3395,
"Knowledge of languages","          Atikamekw",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","          Montagnais (Innu)",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Moose Cree",,       0,,       0,,       0,,     145,,      70,,      75,
"Knowledge of languages","          Naskapi",,       0,,       0,,       0,,      25,,      10,,      10,
"Knowledge of languages","          Northern East Cree",,       0,,       0,,       0,,      65,,      25,,      45,
"Knowledge of languages","          Plains Cree",,      15,,       0,,       0,,     105,,      50,,      50,
"Knowledge of languages","          Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Swampy Cree",,       0,,       0,,       0,,     605,,     255,,     350,
"Knowledge of languages","          Woods Cree",,       0,,       0,,       0,,      45,,      25,,      25,
"Knowledge of languages","          Cree; n.o.s.",,      10,,       0,,       0,,    5620,,    2760,,    2865,
"Knowledge of languages","        Eastern Algonquian languages",,      20,,      10,,      10,,     180,,      95,,      85,
"Knowledge of languages","          Malecite",,       0,,       0,,       0,,      20,,      20,,       0,
"Knowledge of languages","          Mi'kmaq",,      20,,      10,,      10,,     160,,      75,,      85,
"Knowledge of languages","        Ojibway-Potawatomi languages",,      10,,       0,,       0,,   23980,,   11285,,   12690,
"Knowledge of languages","          Algonquin",,       0,,       0,,       0,,     205,,      95,,     105,
"Knowledge of languages","          Ojibway",,      10,,       0,,      10,,   16220,,    7600,,    8630,
"Knowledge of languages","          Oji-Cree",,       0,,       0,,       0,,    7515,,    3585,,    3935,
"Knowledge of languages","          Ottawa (Odawa)",,       0,,       0,,       0,,     200,,     105,,     100,
"Knowledge of languages","        Algonquian languages; n.i.e.",,       0,,       0,,       0,,      85,,      40,,      50,
"Knowledge of languages","      Athabaskan languages",,       0,,       0,,       0,,      85,,      25,,      65,
"Knowledge of languages","        Northern Athabaskan languages",,       0,,       0,,       0,,      80,,      25,,      55,
"Knowledge of languages","          Babine (Wetsuwet'en)",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","          Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Carrier",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Chilcotin",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Dene",,       0,,       0,,       0,,      45,,      20,,      30,
"Knowledge of languages","          Dogrib (Tlicho)",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Gwich'in",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Sarsi (Sarcee)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Sekani",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Slavey-Hare languages",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","            North Slavey (Hare)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","            South Slavey",,       0,,       0,,       0,,       0,,       0,,      10,
"Knowledge of languages","            Slavey; n.o.s.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Tahltan languages",,       0,,       0,,       0,,       0,,       0,,       0,
